title,rating,price,promotion,review_num,Brand,Manufacturer,Description_comb,Primary Supplement Type_comb,Age Range_comb,Flavor_comb,Unit Count_comb,Benefit_comb,Ingredient_comb,Directions_updt,Diet Type_comb,Item_Form_updt,popularity_score,popular
"Nature Made Vitamin E 180 mg (400 IU) dl-Alpha, Dietary Supplement for Antioxidant Support, 180 Softgels, 180 Day Supply",4.7,S$20.74,1 Applicable Promotion,10289.0,Nature Made,,"Provides 180 mg (400 IU) of Vitamin E, which is an antioxidant that helps neutralize free radicals in the body and supports a healthy immune systemThis antioxidant supplement is the dl-Alpha form of Vitamin E, which supports the body's natural immune defensesAdults, take one Vitamin E softgel daily with water and a mealSourced from high-quality ingredients, these Nature Made Vitamin E 400 IU softgels are gluten free and contain no color added, no artificial flavors and no added preservativesUnited States Pharmacopeia (USP) Verified, #1 Pharmacist Recommended Vitamin & Supplement Brand*.These statements have not been evaluated by the Food and Drug Administration; this product is not intended to diagnose, treat, cure, or prevent any disease",Vitamin E,Adult,No Artificial Flavors,180 Count,"Antioxidant,Heart Health Support;Personal","Ingredients: Gelatin, Glycerin, Water.Vitamin E","Directions: Adults, take 1 softgel daily with water and a meal. Store tightly closed, in a cool, dry place, out of reach of children. Do not use if imprinted seal under cap is broken or missing.",Gluten Free,['softgel'],0.8315594199014096,1
Heart Health Supplement with Vitamin K2 (mk-7) + D3 - Lower Blood Pressure & Cholesterol & Cleanse Arteries of Plaque. Supports Cardiovascular Health & Improved Circulation,4.2,S$48.86,1 Applicable Promotion,47.0,CRYSTAL PEAKS NUTRITION,,"Healthy heart – Keep your heart performing its best with our cardiovascular support supplement! Support and maintain a healthy heart and arteries while cleansing and protecting your cardiovascular system from plaque and cholesterol. Improve arterial health and lower blood pressure and have a healthy heart for lifeImprove circulation - Vitamins K2 and D3 work together to maximize their health benefits to increase blood flow and cleansing clogged arteries from plaque build-up.Lower blood pressure - By improving circulation and lowering triglyceride levels, hypertension is reduced so you can live a long, active and healthy lifestyle.Cleanse your arteries - Flush arterial plaque and calcium from your veins and arteries so your blood flows freely everywhere in your body. Improve circulation to deliver oxygen and nutrients to your entire body, head to toes and everywhere in between.100% Satisfaction guaranteed: Formulated by CRYSTAL PEAKS NUTRITION, the trusted name in nutritional health supplements. Ultra Premium Heart Health Supplement is a leading natural dietary supplement for cardiovascular circulation support and comes with a 100% Satisfaction Guarantee.",Calcium,Adult,,,Heart Health Support,"Ingredients: Vitamin D3 (cholecalciferol), Vitamin K2 (mk-7), Calcium Carbonate, BioPerine (Black Pepper Fruit Extract)",Directions: Take 1 capsule daily.,,['capsule'],0.47837971448634964,0
"NOW Supplements, Super Enzymes, Formulated with Bromelain, Ox Bile, Pancreatin and Papain, Super Enzymes, 180 Tablets",4.5,S$36.39,1 Applicable Promotion,8168.0,Now Foods,,"BREAKS DOWN FATS, CARBS, AND PROTEIN: Super Enzymes is a comprehensive blend of enzymes that supports healthy digestion*OPTIMIZES NUTRIENT AVAILABILITY: Formulated with bromelain, ox bile, pancreatin, and papain, Super Enzymes helps to optimize the breakdown of fats, carbohydrates, and protein*EASY TO SWALLOW TABLET: Supports healthy digestion!*GMP Quality Assured: NPA A-rated GMP certification means that every aspect of the NOW manufacturing process has been examined, including our laboratory/testing methods (for stability, potency, and product formulation)Packaged in the USA by a family owned and operated company since 1968",protein,,Unflavoured,180 Count,Digestive Health Support,"Ingredients: Cellulose, Gelatin (capsule), Magnesium Stearate (vegetable source) and Silica. Contains sulfites. Not manufactured with wheat, gluten, soy, milk, egg, fish, shellfish or tree nut ingredients. Produced in a GMP facility that processes other ingredients containing these allergens.;Bromelain","Directions: Suggested Usage and Storage- Take 1 tablet with a meal. Store in a cool, dry place after opening.","Keto, Gluten Free",['tablet'],0.7738720908814765,1
"Ancestral Supplements Grass Fed Beef Organs (Desiccated) — Liver, Heart, Kidney, Pancreas, Spleen (180 Capsules)",4.6,S$71.18,1 Applicable Promotion,9666.0,Ancestral Supplements,,"GRASS FED LIVER (600MG) provides nature's most nutrient dense superfood. Liver is the only meaningful source of natural vitamin A (rich in heme iron and B12). Supports optimal liver health and energy demands.GRASS FED HEART (600MG) is the richest source of naturally occurring coenzyme Q10 (CoQ10). Supports optimal heart health, regulates blood pressure and is a nutritional powerhouse for mitochondriaGRASS FED KIDNEY (600MG) is a potent bio-available source of naturally occurring selenium and B12. Supports strong kidney health, aids in detoxification pathways and the antioxidant defense system, bolsters immunityGRASS FED PANCREAS (600MG) provides nature's all natural source of enzymesGRASS FED SPLEEN (600MG) is nature's most concentrated source of heme iron. Supports a strong immune response and aids in the metabolic health of our blood cells... Well known for it's ability to build blood.",,Adult,Beef,180.00 Count,Heart Health Support,"Ingredients: Grass Fed Liver (Bovine) 600mg, Grass Fed Heart (Bovine) 600mg, Grass Fed Kidney (Bovine) 600mg, Grass Fed Pancreas (Bovine) 600mg, Grass Fed Spleen (Bovine) 600mg;Coenzyme Q",Directions: Six capsules daily or as directed by a healthcare provider.,,['capsule'],0.8050257245651686,1
"Now Foods Niacinamide 500Mg, Vitamin B-3 Capsules, 100-Count",4.5,S$16.26,1 Applicable Promotion,1071.0,Now Foods,now,"Now Foods Niacinamide 500Mg, Vitamin B-3 Capsules, 100-CountVitamin B-3, No FlushNiacinamide and Niacin are two different forms of Vitamin B-3. Niacinamide does not cause a Niacin flush.",,Adult,,100 count,,,,,['capsule'],0.6852907895753418,0
"GDME Women's Probiotics, 90 Tablets 90 Billion CFU 18 Strains, Contains Organic Prebiotic Cranberry,Probiotic Supplement for Digestion, Immunity, Women's Health, Soy Gluten Dairy Free",4.5,S$12.99,1 Applicable Promotion,807.0,GDME,,"Powerful Women's Probiotic: Daily Women's Probiotic contains 90 billion CFU plus clinically proven 18 probiotic strains and 3 prebiotics to help promote digestion, immune support and women's health. Each tablets also contains organic cranberry extract to help maintain vaginal health and relieve urinary tract infectionsPromotes Intestinal Digestion: Probiotics are essential for healthy gut digestion, helping to nourish the good bacteria in the digestive system, maintaining a healthy bacterial balance in the digestive system, reducing bloating and gas problems, relieving constipation or diarrhea, aiding in breakdown and digestion food to promote bowel movementsImproves Vaginal Health: For women's unique needs, our women's probiotics have selected specific strains to enhance vaginal and urinary health. When the flora is out of balance, it affects many other parts of our body and can help regulate vaginal pH and reduce vaginal odor, discharge, redness and itchingHigh Potency 45 Day Supply: Women's Probiotics has 90 tablets, 2 tablets a day for 45 days. Beauty starts from internal nourishment. Probiotics can be used as daily nutritional dietary supplements. Probiotics with prebiotics help improve nutrient absorption, provide you with full energy, and maintain women's body. and vaginal health balanceMade in the USA Safe & Guaranteed: GDME Probiotics are manufactured in the USA, are GMP certified and third-party certified, and use strict quality control measures to ensure purity and potency. Each tablet of Women's Probiotics withstands intense stomach acid, ensuring that all strains are transported and released in the gut",Iodine,,Blueberry,90 Count,Nourishing,Coenzyme Q,,Vegetarian,['capsule'],0.6729590040996388,0
"Seenseas Cod Liver Oil 500 softgel Capsules (Pack of 3) | 500 * 3=1500 Capsules | Pure Vitamin Rich | Best Immune Health, Healthy Bones & Muscles Dietary Supplement",4.5,S$160.00,1 Applicable Promotion,20.0,Sevenseas,,"Vitamin A, vitamin D and omega 3 fatty acids are essential for a healthy immune systemVitamin A helps to maintain growth, vision and tissue developmentVitamin D is essential for healthy bones, teeth, and muscles",,Child,,1500.00 Count,Immune Support,,,Gluten Free,"['capsule', 'softgel']",0.5137498228707951,0
GNC Mega Men Energy & Metabolism Dietary Supplement,4.6,S$96.59,1 Applicable Promotion,717.0,GNC,GNC,"With 1,600 IU of Vitamin D-3 for colon health and immune supportBoosts energy and metabolismSupports mental focusCalorie burning support",,Adult,Unflavoured,,Energy Management,,,,['capsule'],0.6916175129856197,0
"Garden of Life Vitamin C - Vitamin Code Raw Vitamin C - 120 Vegan Capsules, 500mg Whole Food Vitamin C with Bioflavonoids, Fruits & Veggies, Probiotics, Gluten Free Vitamin C Supplements for Adults",4.7,S$44.56,1 Applicable Promotion,11353.0,Garden of Life,,"VITAMIN C 500mg FOR ADULTS: Essential for growth and tissue repair, Vitamin C promotes vision health, periodontal health and collagen, bone and cartilage formation; Raw Vitamin C provides 500mg of Vitamin C along with naturally occurring bioflavonoidsIMMUNE SYSTEM & HEART HEALTH: RAW whole food vitamin C provides support for immune system health, healthy heart, healthy skin and eyes; 23 powdered and organically grown fruits and vegetables add supporting antioxidants, vitamins and nutrient cofactorsPROBIOTICS AND ENZYMES: Our plant based C vitamin formula includes a RAW Probiotic and Enzyme blend of live probiotics – L. bulgaricus and L. plantarum – and enzymes such as Lipase, Protease and Bromelain, to support healthy digestionCONVENIENT VEGAN CAPSULES: Take 2 plant based veggie capsules daily, or open capsules and add vitamin C powder to water or juice; RAW means no high heat, and no synthetic binders or fillers commonly used in tabletsSAY YES TO CLEAN SUPPLEMENTS: Our whole food vegan vitamin C is Third-Party Certified Non GMO, Gluten Free, Vegan & Kosher, and RAW—no high heat, synthetic binders, fillers, artificial flavors, sweeteners, colors or additives commonly used in tablets",Vitamin C,Adult,Unflavoured,120 count,"Heart Health Support,Immune Support;Vitamin C Supplement for Men and Women",Ingredients: See Supplement Facts Panel,Directions: Adults take 2 capsules daily. May be taken with or without food. Capsules may be opened and contents may be added to water or juice. Not intended for children.,"Gluten Free, Vegan",['capsule'],0.8358513717097398,1
Vitamin K2 (MK7) with D3 Supplement - Vitamin D & K Complex - Bone and Heart Health Formula - 5000 IU Vitamin D3 & 90 mcg Vitamin K2 MK-7-60 Small & Easy to Swallow Vegetable Capsules,4.7,S$25.33,1 Applicable Promotion,8506.0,Zhou Nutrition,,"THE PERFECT PAIR. Most people know the benefits of vitamin D, but many don’t realize that vitamin D NEEDS vitamin K2 to maximize benefits. If you’re fighting a vitamin D deficiency, you need to supplement Vitamin K2 as well. Zhou’s K2+D3 has you covered.BONE SUPPORT. The ‘sunshine vitamin’ D3 helps your body absorb calcium while vitamin K2 (as MK-7, the form of K2 with the highest bioavailability) directs calcium to your bones instead of joints and arteries, where too much calcium could be problematic.HEALTHY HEART FORMULA. Calcification occurs when calcium has been absorbed by the body, but deposited in arteries instead of bones. This premium formula helps support the proper absorption and distribution of calcium to help support a healthy heart.ONLY THE BEST. Just one small, easy-to-swallow veggie capsule of K2+D3 per day provides 5000 IU of D3 and 90 mcg of K2 as MK-7, helping you support strong bones, a healthy cardiovascular system, and a strong immune system.WHAT SETS US APART? At Zhou, we use only the highest-quality ingredients in an FDA certified facility following GMP (good manufacturing practices). Plus, we test everything at our lab in Utah, so you can be confident that you’re fueling your body with the very best.","Vitamin D3, Vitamin K2",Adult,Vegetable,60 count,"Immune Support;Bones,Heart Health,Immune Support,Muscle,Calcium Absorption",Ingredients: Vitamin D3 and Vitamin K,Directions: Take 1 vegetable capsule with food once daily or as directed y your healthcare professional.,"Vegetarian, Keto, Gluten Free",['capsule'],0.8232595560751048,1
Dr. Mercola Complete Probiotics - 90 Servings- Daily Probiotic Supplement - 70 Billion CFU - Acid & Bile Resistant - Promotes Digestive Health and Supports Immune System,4.7,S$132.39,1 Applicable Promotion,123.0,Dr. Mercola,,"COMPLETE PROBIOTICS FEATURES LACTOBACILLUS ACIDOPHILUS DDS-1, a strain of bacteria that studies have shown to help improve abdominal health, bloating and occasional elimination irregularitiesDAILY PROBIOTICS BENEFIT THE ENTIRE BODY by aiding in digestion, enhancing the synthesis of Vitamin B, improving calcium absorption, balancing intestinal microflora, promoting vaginal health (in women), and supporting the immune systemDR. MERCOLA COMPLETE PROBIOTICS are engineered for quality and maximal health benefits for your whole body – produced by a worldwide leader with more than 100 years of industry experienceDR. MERCOLA’S PROPRIETARY PROBIOTIC FORMULA CONTAINS a unique blend of 10 strains of Probiotics as well as a Prebiotic which serves to “feed” the good bacteria in your gutTHIS QUALITY DIETARY SUPPLEMENT has been rigorously tested for efficacy, with a minimum of 80% of the included gut bacteria shown to be 90% resistant to the stomach’s acid and bile.During the summer months products may arrive warm but Amazon stores and ships products in accordance with manufacturers' recommendations, when provided.",,All Ages,Unflavoured,,,Ingredients: vinegar,"Directions: Suggested Use: Take 2 capsules before a meal, preferably in the morning as a dietary supplement.","GMO Free, Gluten Free",['capsule'],0.6388247849952018,0
"Full Life Multivita-Men Capsules - Supports Immune Health, Heart Health, Promotes Energy & Vitality - Multivitamin for Men - Dietary Supplement - 100 Capsules, 1000mg",3.6,S$32.33,1 Applicable Promotion,20.0,Full Life,,"Our Multivitamin Capsules are known to support a healthy immune system, promote energy and vitality in men.Full Life Multivitamin Capsules ensure we receive all the required essential vitamins and minerals for a healthy lifestyle.Our Vitamin Capsules deliver 1000 mg per capsule and have a Supply for 100 days with 100 servings.Full life Multivita-Men Capsules are 100% Herbal and Natural without any additives.Our Men’s Multivitamin Capsules are gluten-free, contain no chemical preservatives, artificial colors, or Flavors.","Magnesium, Zinc",Adult,,,"Heart Health,Immune Support;Heart",,,"Keto, Gluten Free, Plant Based","['oil', 'capsule', ' powder']",0.2994641085850809,0
